Biomolecule,Algorithm,PVal
C7H10O5[M]+,PyTorch,0.104221519841914
C6H10O5[M]+,Truth,0.560414683811318
C6H10O5[M]+,Clara,0.242590636185444
C6H10O5[M]+,KCC,0.774119010885088
C6H10O5[M]+,KMeans,0.774119010885088
C6H10O5[M]+,Recolorize,0.775354320420577
C6H10O5[M]+,Supercells,0.398048104412142
C6H10O5[M]+,Binning,0.55188222239612
C6H10O5[M]+,MultiOtsu,0.820100928200698
C6H10O5[M]+,PyTorch,0.579502900002667
C6H8O5[M]+,Truth,0.475692264290897
C6H8O5[M]+,Clara,0.795772040586909
C6H8O5[M]+,KCC,0.892745424256707
C6H8O5[M]+,KMeans,0.892745424256707
C6H8O5[M]+,Recolorize,0.840553527189996
C6H8O5[M]+,Supercells,0.905026753701382
C6H8O5[M]+,Binning,0.369994092034617
C6H8O5[M]+,MultiOtsu,0.525960288125005
C6H8O5[M]+,PyTorch,0.236856859921335
C3H4O4[M]+,Truth,0.383322526026905
C3H4O4[M]+,Clara,0.139885378079483
C3H4O4[M]+,KCC,0.141177071731194
C3H4O4[M]+,KMeans,0.141177071731194
C3H4O4[M]+,Recolorize,0.0905557918363967
C3H4O4[M]+,Supercells,0.85135879898979
C3H4O4[M]+,Binning,0.421656724366736
C3H4O4[M]+,MultiOtsu,0.220322031111292
C3H4O4[M]+,PyTorch,0.426221247320687
C5H8O5[M]+,Truth,0.897667605881469
C5H8O5[M]+,Clara,0.245994683915554
C5H8O5[M]+,KCC,0.36802229358118
C5H8O5[M]+,KMeans,0.36802229358118
C5H8O5[M]+,Recolorize,0.335238714154831
C5H8O5[M]+,Supercells,0.550190420203292
C5H8O5[M]+,Binning,0.535455460137543
C5H8O5[M]+,MultiOtsu,0.533231527845486
C5H8O5[M]+,PyTorch,0.800935934275731
C7H14S2[M]+,Truth,0.626809280304909
C7H14S2[M]+,Clara,0.264553842913752
C7H14S2[M]+,KCC,0.744848306968762
C7H14S2[M]+,KMeans,0.744848306968762
C7H14S2[M]+,Recolorize,0.735136443965639
C7H14S2[M]+,Supercells,0.369618320513971
C7H14S2[M]+,Binning,0.497288727948813
C7H14S2[M]+,MultiOtsu,0.833767777154909
C7H14S2[M]+,PyTorch,0.575201134401676
