Biomolecule,Algorithm,PVal
C17H20N2O2+H,Supercells,0.00168702650762439
C17H20N2O2+H,Binning,0.441523986873145
C17H20N2O2+H,MultiOtsu,0.0902467546584594
C17H20N2O2+H,PyTorch,0.000230652712877195
C14H12O5[M]+,Truth,0.354442206776808
C14H12O5[M]+,Clara,0.000176585476358854
C14H12O5[M]+,KCC,0.000555494843811074
C14H12O5[M]+,KMeans,0.000555494843811074
C14H12O5[M]+,Recolorize,0.859193161117592
C14H12O5[M]+,Supercells,0.019994743443034
C14H12O5[M]+,Binning,0.500388310932405
C14H12O5[M]+,MultiOtsu,0.000328246018769534
C14H12O5[M]+,PyTorch,0.0244165633035433
CH2O[M]+,Truth,1.24059360745044e-08
CH2O[M]+,Clara,1.67548421590191e-09
CH2O[M]+,KCC,1.6175378605123e-12
CH2O[M]+,KMeans,1.6175378605123e-12
CH2O[M]+,Recolorize,0.0211789421658931
CH2O[M]+,Supercells,4.48875647393563e-08
CH2O[M]+,Binning,0.0102713808272712
CH2O[M]+,MultiOtsu,5.57336572439694e-13
CH2O[M]+,PyTorch,0.00593748369680374
C10H21N3O3[M]+,Truth,8.72877896606648e-06
C10H21N3O3[M]+,Clara,8.95144566983485e-11
C10H21N3O3[M]+,KCC,2.77473728851475e-08
C10H21N3O3[M]+,KMeans,2.77473728851475e-08
C10H21N3O3[M]+,Recolorize,0.00030300569356597
C10H21N3O3[M]+,Supercells,6.40508692051127e-31
C10H21N3O3[M]+,Binning,4.77839317546382e-07
C10H21N3O3[M]+,MultiOtsu,5.90500890869586e-09
C10H21N3O3[M]+,PyTorch,3.75785768693644e-06
C7H10O5[M]+,Truth,0.0716269172539687
C7H10O5[M]+,Clara,0.345409663719878
C7H10O5[M]+,KCC,0.570715518317578
C7H10O5[M]+,KMeans,0.570715518317578
C7H10O5[M]+,Recolorize,0.263041818101026
C7H10O5[M]+,Supercells,0.740216262257088
C7H10O5[M]+,Binning,0.0280336416659583
C7H10O5[M]+,MultiOtsu,0.462736208951487
C7H10O5[M]+,PyTorch,0.00244534378306567
C6H10O5[M]+,Truth,0.654643981506897
C6H10O5[M]+,Clara,0.896264554976613
C6H10O5[M]+,KCC,0.221234206411003
C6H10O5[M]+,KMeans,0.221234206411003
C6H10O5[M]+,Recolorize,0.576807250957276
C6H10O5[M]+,Supercells,0.168413965294246
C6H10O5[M]+,Binning,0.935105475948277
C6H10O5[M]+,MultiOtsu,0.366284690734112
C6H10O5[M]+,PyTorch,0.746704466383202
C6H8O5[M]+,Truth,0.0644225146263079
C6H8O5[M]+,Clara,0.41721162048192
C6H8O5[M]+,KCC,0.375554186989612
C6H8O5[M]+,KMeans,0.375554186989612
C6H8O5[M]+,Recolorize,0.905408470391087
C6H8O5[M]+,Supercells,0.116477471350697
C6H8O5[M]+,Binning,0.540748665142524
C6H8O5[M]+,MultiOtsu,0.278491386877383
C6H8O5[M]+,PyTorch,0.000351838190393349
C3H4O4[M]+,Truth,0.374423891009992
C3H4O4[M]+,Clara,0.91735410613864
C3H4O4[M]+,KCC,0.839344248222087
C3H4O4[M]+,KMeans,0.839344248222087
C3H4O4[M]+,Recolorize,0.0085084752033847
C3H4O4[M]+,Supercells,0.475918121357234
C3H4O4[M]+,Binning,0.091297922970973
C3H4O4[M]+,MultiOtsu,0.842691191864521
C3H4O4[M]+,PyTorch,0.0461360123554669
C5H8O5[M]+,Truth,0.0255335790595059
C5H8O5[M]+,Clara,0.867079938861513
C5H8O5[M]+,KCC,0.981249100169452
C5H8O5[M]+,KMeans,0.981249100169452
C5H8O5[M]+,Recolorize,0.416873522657493
C5H8O5[M]+,Supercells,0.175132503624971
C5H8O5[M]+,Binning,0.653945555314004
C5H8O5[M]+,MultiOtsu,0.907123668120271
C5H8O5[M]+,PyTorch,0.000948350367936464
C7H14S2[M]+,Truth,0.620767825494662
C7H14S2[M]+,Clara,0.959150860744877
C7H14S2[M]+,KCC,0.309662097550224
C7H14S2[M]+,KMeans,0.309662097550224
C7H14S2[M]+,Recolorize,0.860166873971931
C7H14S2[M]+,Supercells,0.387740401517056
C7H14S2[M]+,Binning,0.475980583328195
C7H14S2[M]+,MultiOtsu,0.44138588927746
C7H14S2[M]+,PyTorch,0.587607089403345
C15H10O7[M]+,Truth,0.820499598595877
C15H10O7[M]+,Clara,0.20282734271463
C15H10O7[M]+,KCC,0.779544366515928
C15H10O7[M]+,KMeans,0.779544366515928
C15H10O7[M]+,Recolorize,0.919463392367651
C15H10O7[M]+,Supercells,0.367218890671419
C15H10O7[M]+,Binning,0.747297357691872
C15H10O7[M]+,MultiOtsu,0.779544366515928
C15H10O7[M]+,PyTorch,0.820499598595877
C8H12O6[M]+,Truth,0.58062225968625
C8H12O6[M]+,Clara,0.105522510876928
C8H12O6[M]+,KCC,0.0136192105406501
C8H12O6[M]+,KMeans,0.0136192105406501
C8H12O6[M]+,Recolorize,0.0928906465386731
C8H12O6[M]+,Supercells,0.0096740794646643
C8H12O6[M]+,Binning,0.547199794044466
C8H12O6[M]+,MultiOtsu,0.00944873450344652
C8H12O6[M]+,PyTorch,0.0284084075284876
C7H12O6[M]+,Truth,0.187063714316394
C7H12O6[M]+,Clara,0.242883580576264
