Counts,Freq,Cluster,Image
True Positive,3424,3,KPMP_uS-X002Y021_Annotations
False Negative,273124,4,KPMP_uS-X002Y021_Annotations
False Positive,552216,4,KPMP_uS-X002Y021_Annotations
True Negative,1120367,4,KPMP_uS-X002Y021_Annotations
True Positive,127893,4,KPMP_uS-X002Y021_Annotations
False Negative,47643,5,KPMP_uS-X002Y021_Annotations
False Positive,76373,5,KPMP_uS-X002Y021_Annotations
True Negative,1944002,5,KPMP_uS-X002Y021_Annotations
True Positive,5582,5,KPMP_uS-X002Y021_Annotations
False Negative,6882,6,KPMP_uS-X002Y021_Annotations
False Positive,123094,6,KPMP_uS-X002Y021_Annotations
True Negative,1716341,6,KPMP_uS-X002Y021_Annotations
True Positive,227283,6,KPMP_uS-X002Y021_Annotations
False Negative,836806,1,KPMP_uS-X003Y006_Annotations
False Positive,556969,1,KPMP_uS-X003Y006_Annotations
True Negative,411883,1,KPMP_uS-X003Y006_Annotations
True Positive,267942,1,KPMP_uS-X003Y006_Annotations
False Negative,787808,2,KPMP_uS-X003Y006_Annotations
False Positive,124681,2,KPMP_uS-X003Y006_Annotations
True Negative,1119942,2,KPMP_uS-X003Y006_Annotations
True Positive,41169,2,KPMP_uS-X003Y006_Annotations
False Negative,112751,3,KPMP_uS-X003Y006_Annotations
False Positive,1055715,3,KPMP_uS-X003Y006_Annotations
True Negative,878010,3,KPMP_uS-X003Y006_Annotations
True Positive,27124,3,KPMP_uS-X003Y006_Annotations
