Counts,Freq,Cluster,Image
True Negative,668848,1,KPMP_uS-X003Y006_Annotations
True Positive,706690,1,KPMP_uS-X003Y006_Annotations
False Negative,303467,2,KPMP_uS-X003Y006_Annotations
False Positive,265001,2,KPMP_uS-X003Y006_Annotations
True Negative,979622,2,KPMP_uS-X003Y006_Annotations
True Positive,525510,2,KPMP_uS-X003Y006_Annotations
False Negative,48062,3,KPMP_uS-X003Y006_Annotations
False Positive,184582,3,KPMP_uS-X003Y006_Annotations
True Negative,1749143,3,KPMP_uS-X003Y006_Annotations
True Positive,91813,3,KPMP_uS-X003Y006_Annotations
