Counts,Freq,Cluster,Image
True Negative,600623,1,KPMP_uS-X002Y019_Annotations
True Positive,409885,1,KPMP_uS-X002Y019_Annotations
False Negative,207260,2,KPMP_uS-X002Y019_Annotations
False Positive,433620,2,KPMP_uS-X002Y019_Annotations
True Negative,1330440,2,KPMP_uS-X002Y019_Annotations
True Positive,102280,2,KPMP_uS-X002Y019_Annotations
False Negative,297118,3,KPMP_uS-X002Y019_Annotations
False Positive,392363,3,KPMP_uS-X002Y019_Annotations
True Negative,1361980,3,KPMP_uS-X002Y019_Annotations
True Positive,22139,3,KPMP_uS-X002Y019_Annotations
False Negative,145146,4,KPMP_uS-X002Y019_Annotations
False Positive,539409,4,KPMP_uS-X002Y019_Annotations
True Negative,1388753,4,KPMP_uS-X002Y019_Annotations
True Positive,292,4,KPMP_uS-X002Y019_Annotations
False Negative,881095,1,KPMP_uS-X002Y021_Annotations
False Positive,75011,1,KPMP_uS-X002Y021_Annotations
True Negative,1065460,1,KPMP_uS-X002Y021_Annotations
True Positive,52034,1,KPMP_uS-X002Y021_Annotations
False Negative,335731,2,KPMP_uS-X002Y021_Annotations
False Positive,261870,2,KPMP_uS-X002Y021_Annotations
True Negative,1438500,2,KPMP_uS-X002Y021_Annotations
True Positive,37499,2,KPMP_uS-X002Y021_Annotations
False Negative,72233,3,KPMP_uS-X002Y021_Annotations
False Positive,531620,3,KPMP_uS-X002Y021_Annotations
True Negative,1463146,3,KPMP_uS-X002Y021_Annotations
True Positive,6601,3,KPMP_uS-X002Y021_Annotations
False Negative,394078,4,KPMP_uS-X002Y021_Annotations
False Positive,305015,4,KPMP_uS-X002Y021_Annotations
True Negative,1367568,4,KPMP_uS-X002Y021_Annotations
True Positive,6939,4,KPMP_uS-X002Y021_Annotations
False Negative,24366,5,KPMP_uS-X002Y021_Annotations
False Positive,332430,5,KPMP_uS-X002Y021_Annotations
True Negative,1687945,5,KPMP_uS-X002Y021_Annotations
True Positive,28859,5,KPMP_uS-X002Y021_Annotations
False Negative,232916,6,KPMP_uS-X002Y021_Annotations
False Positive,434473,6,KPMP_uS-X002Y021_Annotations
True Negative,1404962,6,KPMP_uS-X002Y021_Annotations
True Positive,1249,6,KPMP_uS-X002Y021_Annotations
False Negative,989540,1,KPMP_uS-X003Y006_Annotations
False Positive,425330,1,KPMP_uS-X003Y006_Annotations
True Negative,543522,1,KPMP_uS-X003Y006_Annotations
True Positive,115208,1,KPMP_uS-X003Y006_Annotations
False Negative,702312,2,KPMP_uS-X003Y006_Annotations
False Positive,538930,2,KPMP_uS-X003Y006_Annotations
True Negative,705693,2,KPMP_uS-X003Y006_Annotations
True Positive,126665,2,KPMP_uS-X003Y006_Annotations
False Negative,123163,3,KPMP_uS-X003Y006_Annotations
False Positive,850755,3,KPMP_uS-X003Y006_Annotations
True Negative,1082970,3,KPMP_uS-X003Y006_Annotations
True Positive,16712,3,KPMP_uS-X003Y006_Annotations
