Counts,Freq,Cluster,Image
False Negative,657087,3,KPMP_uS-X002Y015_Annotations
False Positive,46707,3,KPMP_uS-X002Y015_Annotations
True Negative,1119053,3,KPMP_uS-X002Y015_Annotations
True Positive,245596,3,KPMP_uS-X002Y015_Annotations
False Negative,268309,4,KPMP_uS-X002Y015_Annotations
False Positive,339448,4,KPMP_uS-X002Y015_Annotations
True Negative,1441643,4,KPMP_uS-X002Y015_Annotations
True Positive,19043,4,KPMP_uS-X002Y015_Annotations
False Negative,3317,5,KPMP_uS-X002Y015_Annotations
False Positive,397857,5,KPMP_uS-X002Y015_Annotations
True Negative,1639484,5,KPMP_uS-X002Y015_Annotations
True Positive,27785,5,KPMP_uS-X002Y015_Annotations
False Negative,233169,1,KPMP_uS-X002Y019_Annotations
False Positive,327433,1,KPMP_uS-X002Y019_Annotations
True Negative,446784,1,KPMP_uS-X002Y019_Annotations
True Positive,1061057,1,KPMP_uS-X002Y019_Annotations
False Negative,309483,2,KPMP_uS-X002Y019_Annotations
False Positive,11236,2,KPMP_uS-X002Y019_Annotations
True Negative,1747667,2,KPMP_uS-X002Y019_Annotations
True Positive,57,2,KPMP_uS-X002Y019_Annotations
False Negative,255485,3,KPMP_uS-X002Y019_Annotations
False Positive,115720,3,KPMP_uS-X002Y019_Annotations
True Negative,1633482,3,KPMP_uS-X002Y019_Annotations
True Positive,63756,3,KPMP_uS-X002Y019_Annotations
False Negative,1825,4,KPMP_uS-X002Y019_Annotations
False Positive,345573,4,KPMP_uS-X002Y019_Annotations
True Negative,1577434,4,KPMP_uS-X002Y019_Annotations
True Positive,143611,4,KPMP_uS-X002Y019_Annotations
False Negative,736278,1,KPMP_uS-X002Y021_Annotations
False Positive,120400,1,KPMP_uS-X002Y021_Annotations
True Negative,1019648,1,KPMP_uS-X002Y021_Annotations
True Positive,192117,1,KPMP_uS-X002Y021_Annotations
False Negative,135175,2,KPMP_uS-X002Y021_Annotations
False Positive,477960,2,KPMP_uS-X002Y021_Annotations
True Negative,1217253,2,KPMP_uS-X002Y021_Annotations
True Positive,238055,2,KPMP_uS-X002Y021_Annotations
False Negative,39497,3,KPMP_uS-X002Y021_Annotations
False Positive,55475,3,KPMP_uS-X002Y021_Annotations
True Negative,1934167,3,KPMP_uS-X002Y021_Annotations
True Positive,39304,3,KPMP_uS-X002Y021_Annotations
False Negative,258340,4,KPMP_uS-X002Y021_Annotations
False Positive,330368,4,KPMP_uS-X002Y021_Annotations
True Negative,1337091,4,KPMP_uS-X002Y021_Annotations
True Positive,142644,4,KPMP_uS-X002Y021_Annotations
False Negative,51768,5,KPMP_uS-X002Y021_Annotations
False Positive,50246,5,KPMP_uS-X002Y021_Annotations
True Negative,1965326,5,KPMP_uS-X002Y021_Annotations
True Positive,1103,5,KPMP_uS-X002Y021_Annotations
False Negative,6794,6,KPMP_uS-X002Y021_Annotations
False Positive,193403,6,KPMP_uS-X002Y021_Annotations
True Negative,1640878,6,KPMP_uS-X002Y021_Annotations
True Positive,227368,6,KPMP_uS-X002Y021_Annotations
False Negative,233051,1,KPMP_uS-X003Y006_Annotations
False Positive,415190,1,KPMP_uS-X003Y006_Annotations
True Negative,553080,1,KPMP_uS-X003Y006_Annotations
True Positive,867122,1,KPMP_uS-X003Y006_Annotations
False Negative,387703,2,KPMP_uS-X003Y006_Annotations
False Positive,146811,2,KPMP_uS-X003Y006_Annotations
True Negative,1093237,2,KPMP_uS-X003Y006_Annotations
True Positive,440692,2,KPMP_uS-X003Y006_Annotations
False Negative,59807,3,KPMP_uS-X003Y006_Annotations
False Positive,118560,3,KPMP_uS-X003Y006_Annotations
True Negative,1810008,3,KPMP_uS-X003Y006_Annotations
True Positive,80068,3,KPMP_uS-X003Y006_Annotations
