Counts,Freq,Cluster,Image
True Positive,15439,2,KPMP_uS-X002Y015_Annotations
False Negative,598428,3,KPMP_uS-X002Y015_Annotations
False Positive,41812,3,KPMP_uS-X002Y015_Annotations
True Negative,1128841,3,KPMP_uS-X002Y015_Annotations
True Positive,304519,3,KPMP_uS-X002Y015_Annotations
False Negative,222015,4,KPMP_uS-X002Y015_Annotations
False Positive,481050,4,KPMP_uS-X002Y015_Annotations
True Negative,1304728,4,KPMP_uS-X002Y015_Annotations
True Positive,65807,4,KPMP_uS-X002Y015_Annotations
False Negative,4745,5,KPMP_uS-X002Y015_Annotations
False Positive,209389,5,KPMP_uS-X002Y015_Annotations
True Negative,1833109,5,KPMP_uS-X002Y015_Annotations
True Positive,26357,5,KPMP_uS-X002Y015_Annotations
False Negative,623777,1,KPMP_uS-X002Y019_Annotations
False Positive,145417,1,KPMP_uS-X002Y019_Annotations
True Negative,628818,1,KPMP_uS-X002Y019_Annotations
True Positive,675588,1,KPMP_uS-X002Y019_Annotations
False Negative,193117,2,KPMP_uS-X002Y019_Annotations
False Positive,358724,2,KPMP_uS-X002Y019_Annotations
True Negative,1405336,2,KPMP_uS-X002Y019_Annotations
True Positive,116423,2,KPMP_uS-X002Y019_Annotations
False Negative,188108,3,KPMP_uS-X002Y019_Annotations
False Positive,252885,3,KPMP_uS-X002Y019_Annotations
True Negative,1501458,3,KPMP_uS-X002Y019_Annotations
True Positive,131149,3,KPMP_uS-X002Y019_Annotations
False Negative,1511,4,KPMP_uS-X002Y019_Annotations
False Positive,249487,4,KPMP_uS-X002Y019_Annotations
True Negative,1678675,4,KPMP_uS-X002Y019_Annotations
True Positive,143927,4,KPMP_uS-X002Y019_Annotations
False Negative,662119,1,KPMP_uS-X002Y021_Annotations
False Positive,201340,1,KPMP_uS-X002Y021_Annotations
True Negative,939131,1,KPMP_uS-X002Y021_Annotations
True Positive,271010,1,KPMP_uS-X002Y021_Annotations
False Negative,256945,2,KPMP_uS-X002Y021_Annotations
False Positive,408897,2,KPMP_uS-X002Y021_Annotations
True Negative,1291473,2,KPMP_uS-X002Y021_Annotations
True Positive,116285,2,KPMP_uS-X002Y021_Annotations
False Negative,29527,3,KPMP_uS-X002Y021_Annotations
False Positive,65967,3,KPMP_uS-X002Y021_Annotations
True Negative,1928799,3,KPMP_uS-X002Y021_Annotations
True Positive,49307,3,KPMP_uS-X002Y021_Annotations
False Negative,243396,4,KPMP_uS-X002Y021_Annotations
False Positive,210646,4,KPMP_uS-X002Y021_Annotations
True Negative,1461937,4,KPMP_uS-X002Y021_Annotations
True Positive,157621,4,KPMP_uS-X002Y021_Annotations
False Negative,22578,5,KPMP_uS-X002Y021_Annotations
False Positive,284322,5,KPMP_uS-X002Y021_Annotations
True Negative,1736053,5,KPMP_uS-X002Y021_Annotations
True Positive,30647,5,KPMP_uS-X002Y021_Annotations
False Negative,20979,6,KPMP_uS-X002Y021_Annotations
False Positive,64372,6,KPMP_uS-X002Y021_Annotations
