Counts,Freq,Cluster,Image
False Positive,150621,1,KPMP_uS-X002Y019_Annotations
True Negative,623614,1,KPMP_uS-X002Y019_Annotations
True Positive,552064,1,KPMP_uS-X002Y019_Annotations
False Negative,197874,2,KPMP_uS-X002Y019_Annotations
False Positive,446929,2,KPMP_uS-X002Y019_Annotations
True Negative,1317131,2,KPMP_uS-X002Y019_Annotations
True Positive,111666,2,KPMP_uS-X002Y019_Annotations
False Negative,194996,3,KPMP_uS-X002Y019_Annotations
False Positive,290212,3,KPMP_uS-X002Y019_Annotations
True Negative,1464131,3,KPMP_uS-X002Y019_Annotations
True Positive,124261,3,KPMP_uS-X002Y019_Annotations
False Negative,4187,4,KPMP_uS-X002Y019_Annotations
False Positive,256596,4,KPMP_uS-X002Y019_Annotations
True Negative,1671566,4,KPMP_uS-X002Y019_Annotations
True Positive,141251,4,KPMP_uS-X002Y019_Annotations
False Negative,654292,1,KPMP_uS-X002Y021_Annotations
False Positive,202099,1,KPMP_uS-X002Y021_Annotations
True Negative,938372,1,KPMP_uS-X002Y021_Annotations
True Positive,278837,1,KPMP_uS-X002Y021_Annotations
False Negative,252749,2,KPMP_uS-X002Y021_Annotations
False Positive,369533,2,KPMP_uS-X002Y021_Annotations
True Negative,1330837,2,KPMP_uS-X002Y021_Annotations
True Positive,120481,2,KPMP_uS-X002Y021_Annotations
False Negative,36509,3,KPMP_uS-X002Y021_Annotations
False Positive,68793,3,KPMP_uS-X002Y021_Annotations
True Negative,1925973,3,KPMP_uS-X002Y021_Annotations
True Positive,42325,3,KPMP_uS-X002Y021_Annotations
False Negative,246441,4,KPMP_uS-X002Y021_Annotations
False Positive,216263,4,KPMP_uS-X002Y021_Annotations
True Negative,1456320,4,KPMP_uS-X002Y021_Annotations
True Positive,154576,4,KPMP_uS-X002Y021_Annotations
False Negative,25578,5,KPMP_uS-X002Y021_Annotations
False Positive,266856,5,KPMP_uS-X002Y021_Annotations
True Negative,1753519,5,KPMP_uS-X002Y021_Annotations
True Positive,27647,5,KPMP_uS-X002Y021_Annotations
False Negative,9831,6,KPMP_uS-X002Y021_Annotations
False Positive,101856,6,KPMP_uS-X002Y021_Annotations
True Negative,1737579,6,KPMP_uS-X002Y021_Annotations
True Positive,224334,6,KPMP_uS-X002Y021_Annotations
False Negative,395550,1,KPMP_uS-X003Y006_Annotations
False Positive,301675,1,KPMP_uS-X003Y006_Annotations
True Negative,667177,1,KPMP_uS-X003Y006_Annotations
True Positive,709198,1,KPMP_uS-X003Y006_Annotations
False Negative,304974,2,KPMP_uS-X003Y006_Annotations
False Positive,261049,2,KPMP_uS-X003Y006_Annotations
True Negative,983574,2,KPMP_uS-X003Y006_Annotations
True Positive,524003,2,KPMP_uS-X003Y006_Annotations
False Negative,48598,3,KPMP_uS-X003Y006_Annotations
False Positive,186398,3,KPMP_uS-X003Y006_Annotations
True Negative,1747327,3,KPMP_uS-X003Y006_Annotations
True Positive,91277,3,KPMP_uS-X003Y006_Annotations
